Site,site_code,Date,Lat,Long,watershed,Watershed_Level,status,Turbidity,TSS,ChlA,pH,ANC,SC,Na,NH4,K,Mg,Ca,F,Cl,NO3,PO4,SO4,DOC,DTN
Joe Wright Inlet,JOEI,2021-07-07,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,11,0.9,0.35,6.95,407.85,54.74,1.4,0.02,0.36,1.39,7.18,0.11,0.21,0.36,0,5.44,1.29,0.24
Long Draw Outlet,LNGO,2021-07-07,40.50368571,-105.7709459,Long Draw Reservoir,0,Unburned,7,1.7,0.38,6.81,238.69,42.45,0.92,0.03,0.45,0.93,5.75,0.2,0.14,0.69,0,5.75,3,0.39
Long Draw Reservoir,LNGR,2021-07-07,40.50087627,-105.7725307,Long Draw Reservoir,0,Unburned,11,0.7,0.92,6.97,212.52,38.44,0.92,0.02,0.47,0.86,5.11,0.18,0.16,0.49,0,4.88,3.34,0.31
Joe Wright Inlet,JOEI,2021-07-14,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,2.5,NA,0.52,7.08,454.32,56.67,1.53,0.04,0.37,1.42,7.36,0.07,0.27,0.39,0,6.1,1.14,0.17
Long Draw Outlet,LNGO,2021-07-14,40.50368571,-105.7709459,Long Draw Reservoir,0,Unburned,NA,0,1.17,6.91,235.62,42.57,0.96,0.02,0.48,1.1,6.13,0.2,0.14,0.58,0,5.97,2.96,0.3
Long Draw Reservoir,LNGR,2021-07-14,40.50087627,-105.7725307,Long Draw Reservoir,0,Unburned,3,NA,1.97,6.97,221.2,41.57,0.96,0.02,0.49,1.03,5.75,0.19,0.16,0.41,0,5.25,3.18,0.25
Joe Wright Inlet,JOEI,2021-07-28,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,1,0,0.23,7.09,398.9,53.21,1.47,0.02,0.34,1.37,7.04,0.07,0.25,0.27,0,5.98,5.8,0.15
Long Draw Outlet,LNGO,2021-07-28,40.50368571,-105.7709459,Long Draw Reservoir,0,Unburned,3.5,1,0.54,6.95,232.1,42.04,0.97,0.02,0.48,1.02,5.95,0.09,0.14,0.54,0,5.78,5.39,0.29
Long Draw Reservoir,LNGR,2021-07-28,40.50087627,-105.7725307,Long Draw Reservoir,0,Unburned,5,1.8,0.3,7.02,218.2,39.04,0.95,0.02,0.49,0.94,5.64,0.19,0.17,0.4,0,5.01,4.21,0.24
Joe Wright Inlet,JOEI,2021-08-04,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,2.5,NA,0.27,7.12,422.1,51.38,1.48,0.01,0.47,1.16,5.89,0.13,0.29,0.38,0,6.34,6.95,0.24
Long Draw Outlet,LNGO,2021-08-04,40.50368571,-105.7709459,Long Draw Reservoir,0,Unburned,3,NA,0.21,6.88,195.97,36.31,0.94,0.05,0.52,0.77,4.68,0.26,0.16,0.56,0,7.44,5.69,0.31
Long Draw Reservoir,LNGR,2021-08-04,40.50087627,-105.7725307,Long Draw Reservoir,0,Unburned,NA,NA,0.32,6.88,237.68,41.91,0.89,0.03,0.52,0.99,6.07,0.23,0.18,0.4,0,6.2,5.8,0.25
Joe Wright Inlet,JOEI,2021-08-11,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,3,5.83,0.21,7.23,454.77,62.74,1.65,0.02,0.47,1.58,8.71,0.14,0.3,0.55,0,7.2,5.03,0.26
Long Draw Outlet,LNGO,2021-08-11,40.50368571,-105.7709459,Long Draw Reservoir,0,Unburned,2.5,6.32,0.38,6.95,292.49,44.66,0.96,0.03,0.55,1.03,6.56,0.28,0.16,0.52,0,7,5.41,0.3
Long Draw Reservoir,LNGR,2021-08-11,40.50087627,-105.7725307,Long Draw Reservoir,0,Unburned,4,NA,0.42,6.99,265.52,43.88,0.95,0.03,0.56,1.11,6.85,0.23,0.17,0.44,0,6.45,5.67,0.26
Joe Wright Inlet,JOEI,2021-08-18,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,2.5,4.95,0.37,7.18,480.29,68.19,1.8,0.05,0.55,1.69,9.15,0.17,0.32,0.59,0,7.9,5.36,0.24
Long Draw Outlet,LNGO,2021-08-18,40.50368571,-105.7709459,Long Draw Reservoir,0,Unburned,3.25,1.6,0.49,6.96,365.62,55.32,1.01,0.04,0.57,1.09,7.93,0.28,0.18,0.53,0,7.4,5.49,0.27
Long Draw Reservoir,LNGR,2021-08-18,40.50087627,-105.7725307,Long Draw Reservoir,0,Unburned,3.75,0.78,0.79,6.96,244.19,44.94,0.99,0.02,0.58,1.09,7.02,0.27,0.22,0.51,0,7.09,5.76,0.31
Joe Wright Inlet,JOEI,2021-08-25,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,3,2.41,0.23,7.26,482.02,67.53,1.81,0.04,0.55,1.6,8.79,0.14,0.31,0.71,0,7.94,5.02,0.23
Long Draw Outlet,LNGO,2021-08-25,40.50368571,-105.7709459,Long Draw Reservoir,0,Unburned,3.75,2.02,0.66,6.89,344.07,52.14,1.05,0.07,0.58,0.95,7.56,0.25,0.16,0.54,0,7.52,5.56,0.28
Long Draw Reservoir,LNGR,2021-08-25,40.50087627,-105.7725307,Long Draw Reservoir,0,Unburned,3.5,0.71,0.47,7.03,282.06,50.84,1.1,0.05,0.57,0.97,6.67,0.26,0.19,0.54,0.04,7.57,5.65,0.27
Joe Wright Inlet,JOEI,2021-09-01,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,4,NA,0.21,7.35,470.45,65.03,1.78,0.03,0.48,1.54,8.4,0.14,0.29,0.58,0,7.8,4.93,0.27
Long Draw Outlet,LNGO,2021-09-01,40.50368571,-105.7709459,Long Draw Reservoir,0,Unburned,4,14.6,0.97,7.04,344.48,52.71,1.02,0.04,0.59,1.01,7.45,0.25,0.17,0.48,0,7.34,5.31,0.24
Long Draw Reservoir,LNGR,2021-09-01,40.50087627,-105.7725307,Long Draw Reservoir,0,Unburned,3.75,NA,0.77,6.9,299.4,48.71,1.03,0.02,0.6,1.03,6.51,0.3,0.18,0.5,0,7.49,5.77,0.28
Joe Wright Inlet,JOEI,2021-09-08,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,3,NA,0.14,7.09,647.17,68.14,2.67,0.01,0.62,1.23,7.38,0.12,1.39,0.22,0,4.11,4.1,0.18
Long Draw Outlet,LNGO,2021-09-08,40.50368571,-105.7709459,Long Draw Reservoir,0,Unburned,7,2.65,1.2,6.93,296.38,51.7,1.1,0.04,0.58,0.9,6.92,0.27,0.16,0.46,0,8.52,4.38,0.29
Long Draw Reservoir,LNGR,2021-09-08,40.50087627,-105.7725307,Long Draw Reservoir,0,Unburned,6,0.6,1.07,6.96,273.78,43.22,1.09,0.03,0.58,0.92,5.04,0.28,0.17,0.47,0,8.58,5.37,0.3
Joe Wright Inlet,JOEI,2021-09-15,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,2.5,0.6,0.16,7.63,644.45,71.18,3.24,0.01,0.75,1.69,7.01,0.1,1.98,0.16,0,3.36,4,0.12
Long Draw Outlet,LNGO,2021-09-15,40.50368571,-105.7709459,Long Draw Reservoir,0,Unburned,6.7,1.49,1.8,7.05,292.56,49.26,1.17,0.03,0.66,0.85,6.03,0.27,0.18,0.39,0,8.76,3.89,0.24
Long Draw Reservoir,LNGR,2021-09-15,40.50087627,-105.7725307,Long Draw Reservoir,0,Unburned,5.2,1.73,1.49,7.03,294.03,48.97,1.23,0.05,0.68,0.84,5.54,0.27,0.18,0.42,0,8.8,4.56,0.3
Joe Wright Inlet,JOEI,2021-09-22,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,2.3,NA,0.1,7.33,691.02,71.48,3.34,0.02,0.66,1.65,6.98,0.09,2.12,0.2,0,3.22,4.05,0.13
Long Draw Outlet,LNGO,2021-09-22,40.50368571,-105.7709459,Long Draw Reservoir,0,Unburned,6,NA,2.57,6.96,309.08,49.74,1.23,0.06,0.64,0.87,6.41,0.27,0.18,0.3,0,8.44,3.77,0.23
Long Draw Reservoir,LNGR,2021-09-22,40.50087627,-105.7725307,Long Draw Reservoir,0,Unburned,5.5,NA,2.27,6.97,309.51,48.47,1.21,0.03,0.65,0.9,5.66,0.27,0.17,0.31,0,8.41,4.31,0.28
Joe Wright Inlet,JOEI,2021-09-28,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,2,NA,0.5,7.49,713.06,68.41,3.64,0.03,0.62,1.49,6.14,0.1,1.97,0.1,0,2.76,3.89,0.14
Long Draw Outlet,LNGO,2021-09-28,40.50368571,-105.7709459,Long Draw Reservoir,0,Unburned,10.6,NA,1.97,7,311.06,46.46,1.13,0.05,0.61,0.83,5.7,0.29,0.21,0.19,0,8.39,3.55,0.19
Long Draw Reservoir,LNGR,2021-09-28,40.50087627,-105.7725307,Long Draw Reservoir,0,Unburned,5.9,NA,1.69,6.97,293.01,45.88,1.15,0.06,0.61,0.9,5.12,0.29,0.24,0.2,0,8.32,4.29,0.3
Joe Wright Inlet,JOEI,2021-10-13,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,1.3,5.58,0.29,7.27,549.03,67.64,2.41,0.01,0.65,1.32,6.56,0.12,1.37,0.56,0,7.54,3.77,0.15
Long Draw Outlet,LNGO,2021-10-13,40.50368571,-105.7709459,Long Draw Reservoir,0,Unburned,14,12.96,1.05,7.01,329.23,46.64,1.74,0.09,0.77,0.99,5.27,0.22,0.35,0.15,0,6.41,3.41,0.2
Long Draw Reservoir,LNGR,2021-10-13,40.50087627,-105.7725307,Long Draw Reservoir,0,Unburned,12,2.83,2.18,6.98,290.69,44.06,1.22,0.02,0.61,0.82,4.93,0.26,0.23,0.21,0,7.66,4.31,0.27
Joe Wright Inlet,JOEI,2021-10-26,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,1.5,3.44,0.28,7.12,582.73,64.39,2.24,0.01,0.65,1.07,4.95,0.18,0.92,0.68,0,9.47,4.14,0.24
Joe Wright Inlet,JOEI,2022-06-01,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,NA,0.1,0.11,7.25,409.22,49.65,1.53,0.01,0.6,1,6.38,0.03,0.83,0.33,0,3.91,3.22,0.24
Joe Wright Inlet,JOEI,2022-06-07,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,NA,9.4,0.33,7.16,371.09,48.5,1.66,0.01,0.62,1.04,6.23,0.06,0.86,0.28,0,3.89,3.36,0.31
Joe Wright Inlet,JOEI,2022-06-14,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,7.89,9.59,0.02,7.12,255.33,39.21,1.63,0.01,1.01,1.09,4.83,0.05,0.73,0.73,0.24,2.9,3.89,0.45
Long Draw Outlet,LNGO,2022-06-14,40.50368571,-105.7709459,Long Draw Reservoir,0,Unburned,NA,NA,1.73,7.1,201.25,35.54,0.93,0.01,0.59,0.99,5.02,0.1,0.19,0.73,0,4.21,4.2,0.59
Long Draw Reservoir,LNGR,2022-06-14,40.50087627,-105.7725307,Long Draw Reservoir,0,Unburned,2.99,3.6,1.37,7.05,198.12,34.23,0.87,0.01,0.62,0.72,4.98,0.1,0.2,0.7,0,4.12,4.56,0.32
Joe Wright Inlet,JOEI,2022-06-22,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,2.39,3,0.25,7.22,299.51,44.31,1.15,0.04,0.5,1.36,6.61,0.12,0.84,0.47,0,3.47,3.41,0.51
Joe Wright Inlet,JOEI,2022-06-23,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,6.47,2.45,0.3,7.39,324.8,46.62,1.17,0.03,0.5,1.41,6.82,0.14,0.27,0.48,0,3.94,3.22,0.54
Long Draw Outlet,LNGO,2022-06-23,40.50368571,-105.7709459,Long Draw Reservoir,0,Unburned,5.4,3.2,0.85,7.18,247.35,38.29,0.86,0.01,0.57,1,6.12,0.21,0.18,0.6,0,4.43,4.02,0.54
Long Draw Reservoir,LNGR,2022-06-23,40.50087627,-105.7725307,Long Draw Reservoir,0,Unburned,5.43,2,0.8,7.15,222.96,38.13,0.94,0.01,0.59,1.04,6.21,0.12,0.19,0.61,0,4.38,4.02,0.34
Joe Wright Inlet,JOEI,2022-06-28,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,6.43,18.79,0.53,7.33,303.14,42.22,1.19,0.02,0.64,1.45,6.59,0.14,0.36,0.66,0,2.39,3.01,0.38
Long Draw Outlet,LNGO,2022-06-28,40.50368571,-105.7709459,Long Draw Reservoir,0,Unburned,3.29,0.8,1.06,7.15,223.5,36.4,0.85,0.02,0.52,0.85,5.15,0.19,0.15,0.6,0,4.7,3.88,0.48
Long Draw Reservoir,LNGR,2022-06-28,40.50087627,-105.7725307,Long Draw Reservoir,0,Unburned,4.14,1,0.89,7.16,268.23,39.17,0.89,0.02,0.55,0.82,5.71,0.17,0.27,0.56,0,4.59,3.55,0.31
Joe Wright Inlet,JOEI,2022-07-05,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,1.85,1,0.44,7.35,372.28,55,1.21,0.02,0.42,1.48,7.43,0.12,0.27,0.5,0,4.61,1.9,0.33
Long Draw Outlet,LNGO,2022-07-05,40.50368571,-105.7709459,Long Draw Reservoir,0,Unburned,1.85,1.4,1.05,7.15,212.02,39.93,0.82,0.02,0.54,1.03,6.11,0.19,0.16,0.54,0,5.44,3.29,0.31
Long Draw Reservoir,LNGR,2022-07-05,40.50087627,-105.7725307,Long Draw Reservoir,0,Unburned,3.05,1.2,0.53,7.15,337,43.67,0.8,0.01,0.54,1.04,5.86,0.18,0.17,0.54,0,5.32,3.32,0.28
Joe Wright Inlet,JOEI,2022-07-12,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,0.43,0.1,0.27,7.44,398.33,53.41,1.47,0.02,0.45,1.49,7.56,0.09,0.39,0.44,0,4.56,1.1,0.2
Long Draw Outlet,LNGO,2022-07-12,40.50368571,-105.7709459,Long Draw Reservoir,0,Unburned,0.79,1.2,0.69,7.09,239.78,42.34,0.84,0.02,0.56,1.14,6.45,0.2,0.17,0.44,0,5.66,2.66,0.45
Long Draw Reservoir,LNGR,2022-07-12,40.50087627,-105.7725307,Long Draw Reservoir,0,Unburned,0.47,1.2,1.23,7.06,303,45,0.9,0.01,0.59,1.09,5.99,0.2,0.27,0.44,0,5.56,3.34,0.21
Joe Wright Inlet,JOEI,2022-07-19,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,1.53,0.56,0.4,7.3,420.12,56.71,1.3,0.03,0.41,1.48,8.14,0.05,0.33,0.47,0,5.34,1.07,0.22
Long Draw Reservoir,LNGO,2022-07-19,40.50368571,-105.7709459,Long Draw Reservoir,0,Unburned,2.1,1.2,1.66,7,295.61,46.56,0.88,0.04,0.47,1.08,6.08,0.18,0.13,0.38,0,6.75,2.78,0.3
Long Draw Outlet,LNGR,2022-07-19,40.50087627,-105.7725307,Long Draw Reservoir,0,Unburned,1.72,1.2,2.23,6.99,299.71,52.88,0.88,0.05,0.47,1.28,7.9,0.12,0.13,0.66,0,8.55,2.75,0.48
Joe Wright Inlet,JOEI,2022-07-26,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,5.1,4.29,0.39,7.29,449.12,56.06,1.28,0.03,0.35,1.45,8.01,0.03,0.27,0.44,0,5.44,1.13,0.33
Long Draw Outlet,LNGO,2022-07-26,40.50368571,-105.7709459,Long Draw Reservoir,0,Unburned,0.47,0.89,1.75,6.91,343.34,56.69,0.92,0.03,0.47,1.25,7.76,0.18,0.12,0.66,0,8.93,2.21,0.28
Long Draw Reservoir,LNGR,2022-07-26,40.50087627,-105.7725307,Long Draw Reservoir,0,Unburned,2.7,2.5,1.68,7,312.32,49.05,0.91,0.03,0.49,1.17,7.35,0.09,0.12,0.42,0,7.18,2.8,0.18
Joe Wright Inlet,JOEI,2022-08-02,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,4.37,3.21,0.26,7.22,544.87,62.16,1.33,0.03,0.34,1.44,8,0.06,0.33,0.47,0,5.67,1.11,0.56
Long Draw Outlet,LNGO,2022-08-02,40.50368571,-105.7709459,Long Draw Reservoir,0,Unburned,4.29,2.75,1.48,6.94,291.35,51.64,0.9,0.02,0.49,1.29,7.72,0.17,0.12,0.57,0,8.52,2.34,0.19
Long Draw Reservoir,LNGR,2022-08-02,40.50087627,-105.7725307,Long Draw Reservoir,0,Unburned,8.89,10.4,1.2,7.04,333.16,53.29,1.04,0.03,0.49,0.97,7.02,0.18,0.17,0.32,0.08,7.13,2.92,0.23
Joe Wright Inlet,JOEI,2022-08-09,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,5.4,4.2,0.2,7.19,483.31,61.51,1.45,0.06,0.49,1.44,7.98,0.05,0.4,0.47,0,6.01,1.09,0.34
Long Draw Outlet,LNGO,2022-08-09,40.50368571,-105.7709459,Long Draw Reservoir,0,Unburned,9.08,9.39,0.47,7.01,299.98,53.04,0.91,0.05,0.5,1.26,7.81,0.13,0.11,0.52,0,9.15,2.23,0.29
Long Draw Reservoir,LNGR,2022-08-09,40.50087627,-105.7725307,Long Draw Reservoir,0,Unburned,0.93,1.41,0.46,6.97,337.1,49.3,0.89,0.04,0.5,1.12,6.88,0.23,0.17,0.34,0,6.74,2.41,0.12
Joe Wright Inlet,JOEI,2022-08-16,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,0.06,1.09,0.24,7.2,480.82,66.45,1.62,0.12,0.53,1.65,9.02,0.04,0.39,0.44,0,6.6,1.43,0.29
Long Draw Outlet,LNGO,2022-08-16,40.50368571,-105.7709459,Long Draw Reservoir,0,Unburned,30.54,32.02,NA,6.9,270.79,52.17,0.95,0.05,0.54,1.22,7.83,0.16,0.11,0.47,0,8.96,2.37,0.19
Long Draw Reservoir,LNGR,2022-08-16,40.50087627,-105.7725307,Long Draw Reservoir,0,Unburned,0.24,0.37,0.77,6.92,271.79,49.99,1.41,0.04,0.58,1.15,7.27,0.26,0.24,0.41,0,7.3,2.41,0.22
Joe Wright Inlet,JOEI,2022-08-23,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,0.89,1.1,0.2,6.92,522.94,61.38,1.4,0.02,0.44,1.28,8.07,0.06,0.37,0.66,0,6.57,0.8,0.2
Long Draw Outlet,LNGO,2022-08-23,40.50368571,-105.7709459,Long Draw Reservoir,0,Unburned,0.7,1.2,0.84,6.92,325.37,49.31,0.89,0.04,0.49,0.98,6.75,0.17,0.13,0.39,0,7.6,2.21,0.3
Long Draw Reservoir,LNGR,2022-08-23,40.50087627,-105.7725307,Long Draw Reservoir,0,Unburned,4.81,4,0.82,6.91,299.24,48.5,1.39,0.02,0.51,1.01,6.63,0.17,0.14,0.36,0,7.39,2.34,0.17
Joe Wright Inlet,JOEI,2022-08-25,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,0.44,0.4,0.18,6.92,506.34,61.85,1.27,0.04,0.37,1.18,7.78,0.06,0.37,0.72,0,6.4,0.81,0.3
Joe Wright Inlet,JOEI,2022-08-30,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,1.59,0.58,0.2,6.94,520.77,59.55,1.18,0.03,0.35,1.08,7.34,0.05,0.33,0.62,0,6.33,0.81,0.29
Long Draw Outlet,LNGO,2022-08-30,40.50368571,-105.7709459,Long Draw Reservoir,0,Unburned,3.73,3.77,0.85,6.93,235.8,44.91,0.88,0.06,0.47,0.96,6.66,0.14,0.11,0.33,0,7.45,2.29,0.25
Long Draw Reservoir,LNGR,2022-08-30,40.50087627,-105.7725307,Long Draw Reservoir,0,Unburned,8,6.63,1.22,6.93,319.03,51.01,1.12,0.02,0.54,1.12,6.78,0.28,0.21,0.38,0,7.44,2.23,0.23
Joe Wright Inlet,JOEI,2022-09-06,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,0.25,1,0.58,7.07,557.8,68.58,1.5,0.06,0.54,1.67,8.77,0.03,0.33,0.71,0,6.47,0.67,0.28
Long Draw Outlet,LNGO,2022-09-06,40.50368571,-105.7709459,Long Draw Reservoir,0,Unburned,1.34,1.7,0.6,6.98,355.02,51.32,1.01,0.03,0.6,1.05,7.55,0.15,0.1,0.38,0,7.74,2.1,0.17
Long Draw Reservoir,LNGR,2022-09-06,40.50087627,-105.7725307,Long Draw Reservoir,0,Unburned,2.35,1.42,0.66,6.98,328.73,52.73,0.99,0.02,0.58,1.26,7.11,0.04,0.1,0.35,0,7.51,2,0.24
Joe Wright Inlet,JOEI,2022-09-13,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,0.15,1.2,0.19,7.06,589.44,80.66,1.82,0.01,0.56,1.99,12.54,0.03,0.48,0.79,0,8.07,0.65,0.2
Long Draw Outlet,LNGO,2022-09-13,40.50368571,-105.7709459,Long Draw Reservoir,0,Unburned,0.55,0.98,1.02,7.23,511.39,70.79,1.08,0.03,0.59,1.34,10.56,0.13,0.13,0.43,0,9.24,2.03,0.18
Long Draw Reservoir,LNGR,2022-09-13,40.50087627,-105.7725307,Long Draw Reservoir,0,Unburned,0.59,0.5,0.67,6.85,368.15,60.46,1.1,0.04,0.61,1.39,8.43,0.05,0.14,0.46,0,9.15,2.1,0.27
Boxelder 1,BOX1,2022-09-19,NA,NA,CLP  Mainstem-Fort Collins,NA,Unburned,2.13,1.6,0.72,7.84,6903.23,1722.22,93.38,0.13,15.33,55.29,142.84,0.45,65.28,24.99,4.99,324.79,7.35,9.79
Boxelder 2,BOX2,2022-09-19,NA,NA,CLP  Mainstem-Fort Collins,NA,Unburned,3.2,2.4,0.24,7.94,14339.23,4986.89,294.01,0.46,6.37,187.77,314.57,0.39,39.36,7.8,5.23,1292.84,5.68,6.7
Boxelder 3,BOX3,2022-09-19,NA,NA,CLP  Mainstem-Fort Collins,NA,Unburned,14.3,12.31,6.95,8.21,12794.6,3741.94,171.12,0.17,7.46,131.94,329.97,0.54,42.23,16.27,5.33,972.76,5.57,5.74
Boxelder 4,BOX4,2022-09-19,NA,NA,CLP  Mainstem-Fort Collins,NA,Unburned,20.37,18.21,2.1,8.2,1102.89,2425.63,111.1,0.28,5.77,95.1,297.82,0.79,41.29,14.42,5.03,745.03,3.09,5.19
Joe Wright Inlet,JOEI,2022-09-19,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,0.95,1.08,0.23,6.97,593.71,84.17,1.88,0.03,0.68,2.19,11.11,0.02,0.57,0.82,0,8.31,0.57,0.22
Joe Wright Inlet,JOEI,2022-09-20,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,0.58,0.2,0.24,6.96,646.28,81.86,1.75,0.07,0.58,2.05,10.84,0.11,0.51,0.71,0,7.94,0.54,0.25
Long Draw Outlet,LNGO,2022-09-20,40.50368571,-105.7709459,Long Draw Reservoir,0,Unburned,2.49,3.36,4.11,6.95,360.37,57.18,1.02,0.04,0.52,1.33,8.01,0.26,0.12,0.35,0,9.04,1.85,0.14
Long Draw Reservoir,LNGR,2022-09-20,40.50087627,-105.7725307,Long Draw Reservoir,0,Unburned,3.53,1.67,1.5,6.89,366.31,58.71,1.08,0.07,0.55,1.41,7.73,0.25,0.12,0.39,0,9.33,1.97,0.17
Joe Wright Inlet,JOEI,2022-09-27,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,0.24,0.93,0.26,6.92,561.4,79.76,1.95,0.03,0.63,2.08,10.63,0.12,0.62,0.71,0.12,8.75,0.66,0.23
Long Draw Outlet,LNGO,2022-09-27,40.50368571,-105.7709459,Long Draw Reservoir,0,Unburned,0.91,0.96,3.63,6.9,419.7,68.14,1.17,0.02,0.62,1.52,9.62,0.28,0.14,0.31,0,9.93,2.22,0.14
Long Draw Reservoir,LNGR,2022-09-27,40.50087627,-105.7725307,Long Draw Reservoir,0,Unburned,0.93,1,2.4,6.83,382.92,60.84,1.05,0.03,0.54,1.37,8.31,0.25,0.13,0.32,0,9.96,1.99,0.18
Joe Wright Inlet,JOEI,2022-10-04,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,0.84,1.21,0.25,6.99,545.79,82.37,2.61,0.01,0.43,2.12,10.81,0.12,1.02,0.61,0.08,8.98,0.83,0.24
Long Draw Outlet,LNGO,2022-10-04,40.50368571,-105.7709459,Long Draw Reservoir,0,Unburned,0.95,0.99,3.65,6.86,424.58,64.1,1.53,0.02,0.41,1.43,8.86,0.26,0.19,0.21,0,9.44,1.88,0.16
Long Draw Reservoir,LNGR,2022-10-04,40.50087627,-105.7725307,Long Draw Reservoir,0,Unburned,0.77,1.11,3.69,6.97,366.54,61.47,1.48,0.02,0.36,1.39,8.52,0.28,0.17,0.24,0,9.64,1.87,0.19
Joe Wright Inlet,JOEI,2022-10-11,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,0.63,1.2,0.21,7.04,572.22,78.85,2.58,0.01,0.41,2.02,10.34,0.07,0.97,0.58,0.04,9.02,0.95,0.31
Long Draw Outlet,LNGO,2022-10-11,40.50368571,-105.7709459,Long Draw Reservoir,0,Unburned,0.84,0.8,2.19,6.97,423.25,63.53,1.44,0.01,0.39,1.42,8.58,0.19,0.14,0.18,0,9.21,2.09,0.24
Long Draw Reservoir,LNGR,2022-10-11,40.50087627,-105.7725307,Long Draw Reservoir,0,Unburned,1.04,1,2.92,6.94,323.59,60.59,1.46,0.01,0.34,1.44,8.63,0.12,0.16,0.21,0,9.89,2.09,0.26
Joe Wright Inlet,JOEI,2022-10-18,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,0.84,1.6,0.58,6.85,554.92,78.89,2.49,0.03,0.38,1.97,10.22,0.06,0.94,0.58,0,9.13,0.74,0.24
Long Draw Outlet,LNGO,2022-10-18,40.50368571,-105.7709459,Long Draw Reservoir,0,Unburned,0.77,0.8,1.87,6.92,401.03,60.25,1.31,0.01,0.32,1.41,8.21,0.12,0.12,0.14,0,9.02,2.04,0.3
Long Draw Reservoir,LNGR,2022-10-18,40.50087627,-105.7725307,Long Draw Reservoir,0,Unburned,0.62,1.6,2.2,6.79,348.16,58.08,1.34,0.02,0.32,1.37,8.44,0.13,0.14,0.18,0,9.66,2.14,0.13
Joe Wright Inlet,JOEI,2022-10-25,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,0.2,0.51,0.19,6.9,558.34,80.22,2.43,0.01,0.4,2.01,10.13,0.04,0.92,0.61,0,9.22,0.93,0.23
Long Draw Outlet,LNGO,2022-10-25,40.50368571,-105.7709459,Long Draw Reservoir,0,Unburned,7.53,8.69,1.71,6.93,412.39,61.22,1.5,0.01,0.65,1.37,8.41,0.22,0.13,0.24,0,8.13,1.64,0.24
Long Draw Reservoir,LNGR,2022-10-25,40.50087627,-105.7725307,Long Draw Reservoir,0,Unburned,0.49,0.28,1.72,6.8,420.56,66.88,1.65,0.01,0.4,1.55,8.94,0.23,0.22,0.08,0,10.16,2.21,0.16
Joe Wright Inlet,JOEI,2022-11-01,40.54013102,-105.8831698,Joe Wright Reservoir,0,Unburned,0.28,0.8,0.19,6.98,650.09,86.98,2.77,0.02,0.58,2.73,11.54,0.03,0.9,0.59,0,8.99,0.97,0.23
