IDNo,Site,SiteDescr,SiteLabel,Date,SampleType,Turbidity,TSS,ChlA,DOC,DTN,pH,ANC,SC,Na,NH4,K,Mg,Ca,F,Cl,NO3,PO4,SO4
FCW 1986,Joe Wright Reservoir,JOER_101822,JOER,18-Oct-22,NORM,0.84,1.2,1.54,2.48,0.06,6.86,500.35,59.36,1.74,0.02,0.41,1.72,7.8,0.08,0.6,0.07,0,3.7
FCW 1987,Joe Wright Reservoir,JOER_101822,JOER,18-Oct-22,DUPLICATE,0.82,1.56,1.36,2.42,0.08,6.76,489.56,60.58,1.76,0.03,0.38,1.77,7.85,0.09,0.58,0.07,0,3.67
FCW 1988,Joe Wright Reservoir,JOER_101822,JOER,18-Oct-22,BLANK,0.03,0.04,0.01,0.02,0,5.51,4.33,1.9,0.03,0.01,0.01,0.01,0.08,0.01,0.05,0,0,0.01
FCW 1982,Long Draw Outlet,LNGO_101822,LNGO,18-Oct-22,NORM,0.77,0.8,1.87,2.04,0.3,6.92,401.03,60.25,1.31,0.01,0.32,1.41,8.21,0.12,0.12,0.14,0,9.02
FCW 1981,Long Draw Reservoir,LNGR_101822,LNGR,18-Oct-22,NORM,0.62,1.6,2.2,2.14,0.13,6.79,348.16,58.08,1.34,0.02,0.32,1.37,8.44,0.13,0.14,0.18,0,9.66
FCW 1984,Peterson Outlet,PTRO_101822,PTRO,18-Oct-22,NORM,13.12,13.08,3.62,3.57,0.25,6.84,381.7,50.96,2.99,0.02,1,0.84,6.32,0.02,1.33,0.07,0,2.93
FCW 1983,Peterson Reservoir,PTRR_101822,PTRR,18-Oct-22,NORM,11.61,8.2,6.88,3.87,0.19,6.81,359.02,46.28,2.31,0.01,1,0.83,5.61,0.04,1.17,0.13,0,2.66
FCW 2003,Beaver,BEAV_102022,BEAV,20-Oct-22,NORM,2.12,1.8,,1.86,0.24,6.99,384.3,45.34,2.87,0,0.46,1,5.14,0.04,0.58,0.38,0,2.29
FCW 2004,JWC-Joe Wright @ Aspen Glen Campground,JWC_102122,JWC,21-Oct-22,NORM,4.23,3,4.19,2.2,0.31,7.1,501.32,67.99,2.68,0.04,0.7,1.4,8.95,0.05,1.24,0.26,0,4.65
FCW 2012,Poudre at Bellvue Diversion,PBD_102122,PBD,21-Oct-22,NORM,0.84,1.8,0.52,2.38,0.16,6.91,878.15,102.04,4.45,0.01,0.95,3.23,11.63,0.13,2.51,0.06,0,4.81
FCW 2007,Poudre Below Rustic,PBR_102122,PBR,21-Oct-22,NORM,0.41,1,0.62,2.19,0.1,6.84,639.7,76.93,3.44,0.01,0.77,2.29,9.26,0.07,1.51,0.13,0.01,4.51
FCW 2005,Poudre Above Joe Wright,PJW_102122,PJW,21-Oct-22,NORM,0.51,1,0.36,1.82,0.44,6.89,370.56,54.2,3.03,0,0.52,1.17,6.88,0.03,1.11,0.41,0,4.35
FCW 2011,Poudre Above North Fork,PNF_102122,PNF,21-Oct-22,NORM,0.81,1.2,0.28,2.01,0.24,6.98,654.17,80.37,3.95,0.01,0.78,2.39,9.4,0.1,1.83,0.06,0,4.63
FCW 2010,Poudre Below S. Fork,PSF_102122,PSF,21-Oct-22,NORM,0.67,0.4,0.46,2.05,0.14,6.91,681.7,78.15,3.68,0.01,0.71,2.26,8.99,0.1,1.45,0.06,0.01,4.37
FCW 2008,Poudre South Fork ,SFM_102122,SFM,21-Oct-22,NORM,0.77,1.2,0.62,1.95,0.2,7,424.43,49.99,3.2,0,0.41,1.35,5.35,0.14,0.66,0.27,0.01,2.62
FCW 2009,Poudre South Fork ,SFM_102122,SFM,21-Oct-22,DUPLICATE,0.74,1.6,0.61,1.87,0.17,6.91,428.31,49.85,3.16,0.01,0.41,1.31,5.31,0.15,0.67,0.28,0.01,2.66
FCW 2006,Sleeping Elephant,SLEP_102122,SLEP,21-Oct-22,NORM,0.26,1,1.08,2.5,0.28,6.85,506.18,60.08,3.04,0.01,0.52,1.25,6.99,0.03,1.12,0.4,0,4.36
FCW 2020,Barnes Meadow Outflow,BMD_102522,BMD,25-Oct-22,NORM,2.69,3.9,4.23,5.99,0.38,7.09,680.22,88.77,2.84,0.02,0.98,1.5,12.21,0.04,1.64,0.18,0,7.11
FCW 2021,Barnes Meadow Outflow,BMD_102522,BMD,25-Oct-22,BLANK,,,0.01,0.03,0.01,5.41,2.45,1.59,0.03,0,0.01,0.01,0.01,0,0,0,0,0.01
FCW 2022,Barnes Meadow Reservoir,BRNR_102522,BRNR,25-Oct-22,NORM,3.32,3.54,4.37,6.01,0.26,7,602.34,82.11,2.8,0.01,0.84,1.51,11.31,0.02,1.71,0.15,0,7
FCW 2019,Chambers Inlet,CBRI_102522,CBRI,25-Oct-22,NORM,2.63,2.35,0.72,2.12,0.21,6.99,512.33,59.25,2.66,0.01,0.54,1.37,7.49,0.05,0.8,0.14,0,3.44
FCW 2023,Chambers Reservoir,CBRR_102522,CBRR,25-Oct-22,NORM,1.98,1.47,3.92,2.62,0.33,7.09,466.81,56.31,1.94,0.01,0.5,1.41,8.03,0.05,0.72,0.07,0,3.03
FCW 2024,Chambers Outflow,CHD_102522,CHD,25-Oct-22,NORM,1.15,1.05,0.7,2.72,0.15,7,461.23,55.61,2.14,0.02,0.54,1.31,7.45,0.04,0.74,0.08,0,2.97
FCW 2017,Joe Wright Inlet,JOEI_102522,JOEI,25-Oct-22,NORM,0.2,0.51,0.19,0.93,0.23,6.9,558.34,80.22,2.43,0.01,0.4,2.01,10.13,0.04,0.92,0.61,0,9.22
FCW 2018,Joe Wright Reservoir,JOER_102522,JOER,25-Oct-22,NORM,0.55,0.7,2.15,2.63,0.1,6.88,520.11,61.23,1.78,0.02,0.4,1.8,7.88,0.08,0.61,0.07,0,3.69
FCW 2014,Long Draw Outlet,LNGO_102522,LNGO,25-Oct-22,NORM,7.53,8.69,1.71,1.64,0.24,6.93,412.39,61.22,1.5,0.01,0.65,1.37,8.41,0.22,0.13,0.24,0,8.13
FCW 2013,Long Draw Reservoir,LNGR_102522,LNGR,25-Oct-22,NORM,0.49,0.28,1.72,2.21,0.16,6.8,420.56,66.88,1.65,0.01,0.4,1.55,8.94,0.23,0.22,0.08,0,10.16
FCW 2016,Peterson Outlet,PTRO_102522,PTRO,25-Oct-22,NORM,15.98,14.17,8.33,3.48,0.23,6.99,480.34,56.67,3.02,0.01,0.93,0.9,6.93,0.04,0.95,0.22,0.02,3.11
FCW 2015,Peterson Reservoir,PTRR_102522,PTRR,25-Oct-22,NORM,13.28,10.2,3.27,3.2,0.24,6.88,390.23,49,2.85,0,0.9,0.92,6.06,0.05,0.89,0.36,0,2.92
FCW 2033,Barnes Meadow Outflow,BMD_110122,BMD,1-Nov-22,NORM,6.93,9.8,5.69,6.24,0.3,6.95,585.03,87.54,2.78,0.02,1.14,1.7,14.45,0.04,1.58,0.17,0,6.89
FCW 2034,Barnes Meadow Reservoir,BRNR_110122,BRNR,1-Nov-22,NORM,4.92,5.1,4.03,6.32,0.29,6.97,664.53,90.1,3.2,0.03,1.13,1.77,14.13,0.02,1.68,0.12,0,7.89
FCW 2032,Chambers Inlet,CBRI_110122,CBRI,1-Nov-22,NORM,0.3,0.4,0.78,1.86,0.23,7.01,512.28,61.43,2.56,0.02,0.79,1.63,7.78,0.04,0.78,0.16,0,3.41
FCW 2035,Chambers Reservoir,CBRR_110122,CBRR,1-Nov-22,NORM,1.15,1.32,3.74,2.79,0.23,6.97,447.28,56.43,1.99,0.02,0.79,1.52,8.31,0.04,0.73,0.07,0,2.98
FCW 2036,Chambers Outflow,CHD_110122,CHD,1-Nov-22,NORM,0.84,0.6,3.84,2.74,0.11,6.96,453.57,52.32,1.91,0.03,0.78,1.47,7.43,0.04,0.7,0.06,0,2.98
FCW 2030,Joe Wright Inlet,JOEI_110122,JOEI,1-Nov-22,NORM,0.28,0.8,0.19,0.97,0.23,6.98,650.09,86.98,2.77,0.02,0.58,2.73,11.54,0.03,0.9,0.59,0,8.99
FCW 2031,Joe Wright Reservoir,JOER_110122,JOER,1-Nov-22,NORM,0.77,1.6,2.71,3.07,0.09,6.96,473.15,57.75,1.65,0.02,0.6,1.64,7.88,0.07,0.62,0.08,0,3.72
FCW 2040,Beaver,BEAV_110322,BEAV,3-Nov-22,NORM,0.62,0.6,,1.96,0.28,7.01,399.28,46.86,2.73,0.02,0.6,1.32,5.11,0.03,0.56,0.27,0,2.18
FCW 2045,JWC-Joe Wright @ Aspen Glen Campground,JWC_110822,JWC,8-Nov-22,NORM,1.68,2.12,2.96,2.8,0.25,7.06,545.45,65.68,1.99,0.03,0.83,1.59,8.24,0.03,1.22,0.2,0,4.45
FCW 2046,JWC-Joe Wright @ Aspen Glen Campground,JWC_110822,JWC,8-Nov-22,DUPLICATE,1.66,2.1,,2.8,0.25,7.05,517.28,65.03,1.97,0.03,0.79,1.52,8.9,0.04,1.23,0.19,0,4.49
FCW 2055,Poudre at Bellvue Diversion,PBD_110822,PBD,8-Nov-22,NORM,1.11,1.51,0.28,2.56,0.3,7.15,738.49,94.7,4.02,0.04,0.92,2.55,12.76,0.1,2.05,0.05,0,4.65
FCW 2050,Poudre Below Rustic,PBR_110822,PBR,8-Nov-22,NORM,1.87,0.63,0.52,1.91,0.09,7.15,686.42,79.89,3.52,0.02,1.06,2.47,9.4,0.06,1.52,0.08,0,4.52
FCW 2047,Poudre Above Joe Wright,PJW_110822,PJW,8-Nov-22,NORM,0.23,0.61,0.35,1.86,0.56,7.01,362.28,53.26,3.09,0.01,0.5,1.2,6.89,0.04,0.98,0.38,0,4
FCW 2054,Poudre Above North Fork,PNF_110822,PNF,8-Nov-22,NORM,1.56,0.75,0.26,2.41,0.2,7.19,756.22,86.77,3.9,0.01,0.94,2.39,10.32,0.08,1.8,0.04,0,4.4
FCW 2053,Poudre Below S. Fork,PSF_110822,PSF,8-Nov-22,NORM,2.11,1.9,0.49,1.97,0.09,7.14,624.64,74.67,3.47,0.03,0.89,2.21,8.19,0.09,1.43,0.05,0,4.3
FCW 2051,Poudre South Fork ,SFM_110822,SFM,8-Nov-22,NORM,5.06,5.93,1.36,1.67,0.22,7.01,443.36,52.43,3.02,0.03,0.58,1.53,5.88,0.14,0.64,0.26,0,2.65
FCW 2052,Poudre South Fork ,SFM_110822,SFM,8-Nov-22,DUPLICATE,4.96,6.02,,1.77,0.2,7.05,447.75,53.95,3.04,0.04,0.6,1.54,5.8,0.09,0.6,0.25,0,2.63
FCW 2049,Sleeping Elephant,SLEP_110822,SLEP,8-Nov-22,NORM,2.79,1.31,2.21,2.09,0.27,7.06,498.39,62.64,2.46,0.03,0.74,1.7,7.56,0.03,1.02,0.38,0,4.2
FCW 2064,Poudre at Bellvue Diversion,PBD_121622,PBD,16-Dec-22,NORM,,,,2.05,0.3,7.21,820.34,96.51,3.89,0.03,0.89,2.4,12.34,0.09,1.67,0.41,0,4.66
FCW 2062,Poudre Below Rustic,PBR_121622,PBR,16-Dec-22,NORM,,,,2.39,0.26,7.21,690.79,80.45,3.55,0.03,1,2.45,9,0.09,1.69,0.41,0,4.67
FCW 2061,Poudre Above Joe Wright,PJW_121622,PJW,16-Dec-22,NORM,,,,1.85,0.61,7.02,388.61,52.31,3,0.01,0.49,1.16,6.78,0.03,0.62,0.55,0,3.23
FCW 2063,Poudre Above North Fork,PNF_121622,PNF,16-Dec-22,NORM,,,,2.41,0.56,7.22,730.21,86.61,3.89,0.02,0.91,2.23,10.23,0.11,1.59,0.38,0,4.7
